project_name,project_id,year,project_type_name,dept_name,dept_sub_name,purchase_method_name,purchase_method_group_name,announce_date,project_money,price_build,sum_price_agree,budget_year,transaction_date,province,district,subdistrict,project_status,project_location,winner_tin,winner_name,contract_no,contract_date,contract_finish_date,contract_price_agree,contract_status
ประกวดราคาซื้อครุภัณฑ์วิทยาศาสตร์และการแพทย์ จำนวน 4 รายการ ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),60086197885.0,2561,ซื้อ,กรมปศุสัตว์,สำนักเทคโนโลยีชีวภาพการผลิตปศุสัตว์ กรมปศุสัตว์ ปทุมธานี,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,22 ส.ค. 60,27997940,27997940.0,55583800.0,2561,24 ต.ค. 60,ปทุมธานี,เมืองปทุมธานี,บางกะดี,ระหว่างดำเนินการ,,115531000986.0,บริษัท รามิคาล สยามอุตสาหกรรม จำกัด,สทป.7/2561,27 ต.ค. 60,25 ม.ค. 61,"439,500",ระหว่างดำเนินการ
ประกวดราคาจ้างก่อสร้างถนนคอนกรีตสายแยกทางหลวงหมายเลข 340 - บ้านคลองบางหลวง อำเภอลาดหลุมแก้ว จังหวัดปทุมธานี ระยะทาง 1.070 กม. (ก่อสร้างช่วง กม.ที่ 12+415 - กม.ที่ 13+485) ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),60076254287.0,2561,จ้างก่อสร้าง,กรมทางหลวงชนบท,สำนักงานทางหลวงชนบทที่ 1 (ปทุมธานี),ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,4 ส.ค. 60,27146000,27146000.0,53254000.0,2561,31 ต.ค. 60,ปทุมธานี,ลำลูกกา,บึงคำพร้อย,ระหว่างดำเนินการ,POINT(100.396581669309 14.1010008997846),415522000097.0,บริษัท วนิชชัยก่อสร้าง(1979) จำกัด,คค 0709/23/2561,31 ต.ค. 60,28 มิ.ย. 61,"26,627,000",ระหว่างดำเนินการ
ประกวดราคาจ้างก่อสร้างโครงการก่อสร้างอาคารที่ทำการและที่พักอาศัยพร้อมส่วนประกอบ สภ.คูคต ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),61017437599.0,2561,จ้างก่อสร้าง,สำนักงานตำรวจแห่งชาติ,ตำรวจภูธรจังหวัดปทุมธานี ภ.1 สำนักงานตำรวจแห่งชาติ,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,2 ก.พ. 61,65488500,59025000.0,52900000.0,2561,29 มี.ค. 61,ปทุมธานี,เมืองปทุมธานี,บ้านฉาง,ระหว่างดำเนินการ,POINT(100.64120469112301 13.9553457981032),135537000546.0,บริษัท เอส.เค.จี. คอนสตรัคชั่น จำกัด,2/2561,29 มี.ค. 61,10 ต.ค. 62,"52,900,000",ระหว่างดำเนินการ
ประกวดราคาจ้างแก้ไขคันทางทรุดตัวสาย อย.4009 แยกทางหลวงหมายเลข 3111 - บ้านปากคูตาฉัตร (ตอนที่ 2) อำเภอบางไทร ลาดบัวหลวง จังหวัดพระนครศรีอยุธยา ระยะทาง 0.750 กม. ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),60086110915.0,2561,จ้างก่อสร้าง,กรมทางหลวงชนบท,สำนักงานทางหลวงชนบทที่ 1 (ปทุมธานี),ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,16 ส.ค. 60,25480000,25480000.0,50880000.0,2561,20 ต.ค. 60,ปทุมธานี,ลำลูกกา,บึงคำพร้อย,ระหว่างดำเนินการ,POINT(100.38889029869301 14.1925746710204),193525000030.0,ห้างหุ้นส่วนจำกัด สระบุรีวณิชชากร,คค 0709/07/2561,20 ต.ค. 60,17 มิ.ย. 61,"25,440,000",ระหว่างดำเนินการ
ประกวดราคาจ้างซ่อมสร้างผิวทางพาราแอสฟัลติกคอนกรีต (โดยวิธี Pavement In-Place Recycling)สาย อย.1043 แยกทางหลวงหมายเลข 1 - บ้านข้าวงาม อำเภอวังน้อย จังหวัดพระนครศรีอยุธยา ระยะทาง 5.610 กม. ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),60086111115.0,2561,จ้างก่อสร้าง,กรมทางหลวงชนบท,สำนักงานทางหลวงชนบทที่ 1 (ปทุมธานี),ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,17 ส.ค. 60,24500000,24500000.0,48920000.0,2561,20 ต.ค. 60,ปทุมธานี,ลำลูกกา,บึงคำพร้อย,ระหว่างดำเนินการ,POINT(100.75817342520901 14.2287814786138),193525000030.0,ห้างหุ้นส่วนจำกัด สระบุรีวณิชชากร,คค 0709/10/2561,20 ต.ค. 60,19 มี.ค. 61,"24,460,000",ระหว่างดำเนินการ
ประกวดราคาจ้างก่อสร้างโครงการก่อสร้างถนนคอนกรีตเสริมเหล็ก หมู่ที่ 12-16 เชื่อมต่อระหว่างเทศบาลตำบลลำลูกกาและเทศบาลตำบลธัญบุรี จังหวัดปทุมธานี ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),61027335820.0,2561,จ้างก่อสร้าง,องค์การบริหารส่วนจังหวัดปทุมธานี,องค์การบริหารส่วนจังหวัดปทุมธานี,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,6 มี.ค. 61,47353000,47440000.0,46140000.0,2561,30 พ.ค. 61,ปทุมธานี,เมืองปทุมธานี,บ้านฉาง,ระหว่างดำเนินการ,POINT(100.74943542480469 13.935337580093782),413546000851.0,ห้างหุ้นส่วนจำกัด นภากร,68/2561,30 พ.ค. 61,27 ต.ค. 61,"46,140,000",ระหว่างดำเนินการ
ประกวดราคาจ้างก่อสร้างโครงการก่อสร้างอาคารที่ทำการ พร้อมส่วนประกอบ ภ.จว.ปทุมธานี ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),61027127779.0,2561,จ้างก่อสร้าง,สำนักงานตำรวจแห่งชาติ,ตำรวจภูธรจังหวัดปทุมธานี ภ.1 สำนักงานตำรวจแห่งชาติ,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,14 ก.พ. 61,46777500,46154000.0,46124000.0,2561,26 มี.ค. 61,ปทุมธานี,เมืองปทุมธานี,บ้านฉาง,ระหว่างดำเนินการ,POINT(100.506210772277 14.0301932890433),133547006529.0,ห้างหุ้นส่วนจำกัด เคพีเอส ซีวิล เอ็นจิเนียริ่ง,1/2561,26 มี.ค. 61,8 ส.ค. 62,"46,124,000",ระหว่างดำเนินการ
ประกวดราคาจ้างแก้ไขคันทางทรุดตัวสาย ปท.3035 แยกทางหลวงหมายเลข 305 - คลองแสนแสบ (ตอนที่ 3) อำเภอธัญบุรี ลำลูกกา หนองจอก จังหวัดปทุมธานี ระยะทาง 0.345 กม. ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),60086067739.0,2561,จ้างก่อสร้าง,กรมทางหลวงชนบท,สำนักงานทางหลวงชนบทที่ 1 (ปทุมธานี),ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,11 ส.ค. 60,27283200,27283200.0,45960000.0,2561,20 ต.ค. 60,ปทุมธานี,ลำลูกกา,บึงคำพร้อย,ระหว่างดำเนินการ,POINT(100.82389467281601 14.0521385111348),735522000108.0,บริษัท โชคดีวิศวภัณฑ์  จำกัด,คค 0709/03/2561,20 ต.ค. 60,17 มิ.ย. 61,"22,980,000",ระหว่างดำเนินการ
ประกวดราคาจ้างก่อสร้างก่อสร้าง Superstructure (รวมงาน Precast Box Segmental Girder Parapet  Barrier และระบบระบายน้ำ) ปริมาณงาน 1 แห่ง ณ โครงการงานก่อสร้างสะพานลอยกลับรถโรงพยาบาลเกษมราษฏร์ (สถานีรถไฟฟ้าบางใหญ่) ในทางหลวงหมายเลข 9 ตอน คลองมหาสวัสดิ์ - คลองบางไผ่ ที่กม.38+900 ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),60127410986.0,2561,จ้างก่อสร้าง,กรมทางหลวง,ศูนย์สร้างและบูรณะสะพานที่ 3 กรมทางหลวง ปทุมธานี,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,8 ม.ค. 61,45456000,45304330.0,45300000.0,2561,14 ก.พ. 61,ปทุมธานี,ลาดหลุมแก้ว,คลองพระอุดม,สิ้นสุดสัญญา,POINT(100.382783396546 13.8684432099576),735534000027.0,บริษัท แสงชัยโชค จำกัด,สพ.3/บผ.30/2561,14 ก.พ. 61,-,"45,300,000",สิ้นสุดสัญญา
ประกวดราคาจ้างแก้ไขคันทางทรุดตัวสาย ปท.3035 แยกทางหลวงหมายเลข 305 - คลองแสนแสบ (ตอนที่ 4) อำเภอธัญบุรี ลำลูกกา หนองจอก จังหวัดปทุมธานี ระยะทาง 0.345 กม. ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),60086067531.0,2561,จ้างก่อสร้าง,กรมทางหลวงชนบท,สำนักงานทางหลวงชนบทที่ 1 (ปทุมธานี),ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,11 ส.ค. 60,27283200,27283200.0,45256000.0,2561,20 ต.ค. 60,ปทุมธานี,ลำลูกกา,บึงคำพร้อย,ระหว่างดำเนินการ,POINT(100.773796276972 13.9731488078422),105529036642.0,บริษัท พลพรรธน จำกัด,คค 0709/04/2561,20 ต.ค. 60,17 มิ.ย. 61,"22,628,000",ระหว่างดำเนินการ
ประกวดราคาซื้อเครื่องทำน้ำเย็นแบบระบายความร้อนด้วยน้ำ (Water-Cooled Chiller) ชนิดประสิทธิภาพสูง Magnetic Bearing Centrifugal จำนวน 5 ชุด และอุปกรณ์ประกอบ พร้อมติดตั้ง ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),61027292058.0,2561,ซื้อ,สำนักงานพัฒนาวิทยาศาสตร์และเทคโนโลยีแห่งชาติ,ศูนย์เทคโนโลยีอิเล็กทรอนิกส์และคอมพิวเตอร์แห่งชาติ,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,6 มี.ค. 61,47482360,47482360.0,44940000.0,2561,5 เม.ย. 61,ปทุมธานี,คลองหลวง,คลองหนึ่ง,ระหว่างดำเนินการ,,105554008401.0,บริษัท แม็คเอนเนอยี อีโวลูชั่น จำกัด,4043180081,5 เม.ย. 61,2 ก.ย. 61,"44,940,000",ระหว่างดำเนินการ
ประกวดราคาจ้างซ่อมสร้างผิวทางคอนกรีตเสริมเหล็กสาย นบ.5036 แยกทางหลวงชนบท นบ.3004 - บ้านลาดบัวหลวง อำเภอไทรน้อย จังหวัดนนทบุรี ระยะทาง 1.000 กม. (ก่อสร้างช่วง กม.ที่ 10+920 - กม.ที่ 11+920) ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),60076254401.0,2561,จ้างก่อสร้าง,กรมทางหลวงชนบท,สำนักงานทางหลวงชนบทที่ 1 (ปทุมธานี),ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,4 ส.ค. 60,23608200,23608200.0,41078000.0,2561,20 ต.ค. 60,ปทุมธานี,ลำลูกกา,บึงคำพร้อย,ระหว่างดำเนินการ,POINT(100.293976819749 14.0883578537726),105539089561.0,บริษัท กษิดิศ เอ็นจิเนียริ่ง จำกัด,คค 0709/08/2561,20 ต.ค. 60,17 มิ.ย. 61,"20,539,000",ระหว่างดำเนินการ
ประกวดราคาจ้างก่อสร้างซ่อมฟื้นฟูทางหลวงชนบทอันเนื่องมาจากเหตุภัยพิบัติสาย อย.5034 แยกทางหลวงชนบท อย.3006 -  บ้านดอนทอง อำเภอลาดบัวหลวง จังหวัดพระนครศรีอยุธยา ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),61067183744.0,2561,จ้างก่อสร้าง,กรมทางหลวงชนบท,สำนักงานทางหลวงชนบทที่ 1 (ปทุมธานี),ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,18 มิ.ย. 61,49940000,49940000.0,39400000.0,2561,17 ก.ย. 61,ปทุมธานี,ลำลูกกา,บึงคำพร้อย,ระหว่างดำเนินการ,POINT(100.30744367185501 14.2456807346175),733521000196.0,ห้างหุ้นส่วนจำกัด กิตติพงษ์บางเลน,คค 0709/33/2561,17 ก.ย. 61,14 มิ.ย. 62,"39,400,000",ระหว่างดำเนินการ
ประกวดราคาจ้างซ่อมสร้างผิวทางพาราแอสฟัลติกคอนกรีต (โดยวิธี Pavement In-Place Recycling)สาย อย.3006 แยกทางหลวงหมายเลข 340 - บ้านไม้ตรา อำเภอลาดบัวหลวง บางไทร จังหวัดพระนครศรีอยุธยา ระยะทาง 3.035 กม. ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),60086115384.0,2561,จ้างก่อสร้าง,กรมทางหลวงชนบท,สำนักงานทางหลวงชนบทที่ 1 (ปทุมธานี),ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,21 ส.ค. 60,19600000,19600214.0,39160000.0,2561,20 ต.ค. 60,ปทุมธานี,ลำลูกกา,บึงคำพร้อย,ระหว่างดำเนินการ,POINT(100.48022742420801 14.1616434316028),193525000030.0,ห้างหุ้นส่วนจำกัด สระบุรีวณิชชากร,คค 0709/11/2561,20 ต.ค. 60,19 มี.ค. 61,"19,580,000",ระหว่างดำเนินการ
ประกวดราคาจ้างก่อสร้างถนนคอนกรีตสายแยกทางหลวงหมายเลข 346 - วัดเจดีย์หอย อำเภอลาดหลุมแก้ว จังหวัดปทุมธานี ระยะทาง 2.000 กม. ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),60086012581.0,2561,จ้างก่อสร้าง,กรมทางหลวงชนบท,สำนักงานทางหลวงชนบทที่ 1 (ปทุมธานี),ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,8 ส.ค. 60,21560000,21560000.0,38244000.0,2561,31 ต.ค. 60,ปทุมธานี,ลำลูกกา,บึงคำพร้อย,ระหว่างดำเนินการ,POINT(100.404484835828 14.0121036271814),735534000027.0,บริษัท แสงชัยโชค จำกัด,คค 0709/24/2561,31 ต.ค. 60,29 พ.ค. 61,"19,122,000",ระหว่างดำเนินการ
ประกวดราคาจ้างจ้างก่อสร้างผิวจราจรลาดยางพาราแอสฟัลติกคอนกรีตสายแยกทางหลวงหมายเลข 340 - บ้านไม้ตรา อำเภอลาดบัวหลวง จังหวัดพระนครศรีอยุธยา ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),60097247168.0,2561,จ้างก่อสร้าง,กรมทางหลวงชนบท,สำนักงานทางหลวงชนบทที่ 1 (ปทุมธานี),ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,4 ต.ค. 60,44100000,44100000.0,37850000.0,2561,15 พ.ย. 60,ปทุมธานี,ลำลูกกา,บึงคำพร้อย,ระหว่างดำเนินการ,POINT(100.26663549035601 14.1919609991587),705554001134.0,บริษัท พี เอส ดี คอนสตรัคชั่น 2011  จำกัด,คค 0709/29/2561,15 พ.ย. 60,13 ก.ค. 61,"37,850,000",ระหว่างดำเนินการ
ประกวดราคาจ้างก่อสร้างถนนคอนกรีตสายแยกทางหลวงชนบท นบ.3015 - บ้านคลองหนึ่ง อำเภอไทรน้อย จังหวัดนนทบุรี ระยะทาง 3.095 กม. ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),60076253612.0,2561,จ้างก่อสร้าง,กรมทางหลวงชนบท,สำนักงานทางหลวงชนบทที่ 1 (ปทุมธานี),ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,4 ส.ค. 60,22148000,22148000.0,37650000.0,2561,31 ต.ค. 60,ปทุมธานี,ลำลูกกา,บึงคำพร้อย,ระหว่างดำเนินการ,POINT(100.293976819749 14.0883578537726),105539089561.0,บริษัท กษิดิศ เอ็นจิเนียริ่ง จำกัด,คค 0709/19/2561,31 ต.ค. 60,29 พ.ค. 61,"18,825,000",ระหว่างดำเนินการ
