project_name,project_id,year,project_type_name,dept_name,dept_sub_name,purchase_method_name,purchase_method_group_name,announce_date,project_money,price_build,sum_price_agree,budget_year,transaction_date,province,district,subdistrict,project_status,project_location,winner_tin,winner_name,contract_no,contract_date,contract_finish_date,contract_price_agree,contract_status
"สอบราคาจ้างโครงการก่อสร้างถนนแอสฟัลท์คอนกรีต (PARA AC) ซอยบึงบอน 15 หมู่ที่ 3 ตำบลบึงบอน อำเภอหนองเสือ จังหวัดปทุมธานี ขนาดผิวจราจรกว้าง 6.00 เมตร ยาว 1,200 เมตร หนา 0.05 เมตร หรือพื้นที่ไม่น้อยกว่า 7,200 ตารางเมตร ตามแบบองค์การบริหารส่วนจังหวัดปทุมธานี",61067021271.0,2561,จ้างก่อสร้าง,องค์การบริหารส่วนจังหวัดปทุมธานี,องค์การบริหารส่วนจังหวัดปทุมธานี,สอบราคา,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,4 มิ.ย. 61,5283000,5255000.0,5230000.0,2561,29 มิ.ย. 61,ปทุมธานี,เมืองปทุมธานี,บ้านฉาง,ระหว่างดำเนินการ,POINT(100.777604953174 14.0906603048695),193548000435.0,ห้างหุ้นส่วนจำกัด สมชัย สนธยา คอนสตรัคชั่น 2005,94/2561,29 มิ.ย. 61,27 ก.ย. 61,"5,230,000",ระหว่างดำเนินการ
"สอบราคาจ้างโครงการก่อสร้างถนนแอสฟัลท์คอนกรีต (PARA AC) ซอยครูห่วง หมู่ที่ 10 ตำบลคลองห้า อำเภอคลองหลวง จังหวัดปทุมธานี ขนาดผิวจราจรกว้าง 6.00 เมตร ยาว 1,140 เมตร หนา 0.05 เมตร หรือพื้นที่ไม่น้อยกว่า 6,840 ตารางเมตร ตามแบบองค์การบริหารส่วนจังหวัดปทุมธานี",61057488101.0,2561,จ้างก่อสร้าง,องค์การบริหารส่วนจังหวัดปทุมธานี,องค์การบริหารส่วนจังหวัดปทุมธานี,สอบราคา,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,1 มิ.ย. 61,5112000,5090000.0,5080000.0,2561,29 มิ.ย. 61,ปทุมธานี,เมืองปทุมธานี,บ้านฉาง,ระหว่างดำเนินการ,"LINESTRING(100.73763614056116 14.136524219809758,100.68262820599085 14.075332975881441)",105542031632.0,บริษัท อัศววงศ์ จำกัด,90/2561,29 มิ.ย. 61,27 ก.ย. 61,"5,080,000",ระหว่างดำเนินการ
"สอบราคาจ้างโครงการก่อสร้างถนนแอสฟัลท์คอนกรีต (PARA  AC) ซอยจ้อยชารัตน์ หมู่ที่ 13 ตำบลคลองห้า อำเภอคลองหลวง จังหวัดปทุมธานี ขนาดผิวจราจรกว้าง 6.00 เมตร ยาว  1,140 เมตร  หนา  0.05  เมตร  หรือพื้นที่ไม่น้อยกว่า  6,840 ตารางเมตร ตามแบบองค์การบริหารส่วนจังหวัดปทุมธานี",61067008154.0,2561,จ้างก่อสร้าง,องค์การบริหารส่วนจังหวัดปทุมธานี,องค์การบริหารส่วนจังหวัดปทุมธานี,สอบราคา,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,1 มิ.ย. 61,5112000,5090000.0,5080000.0,2561,29 มิ.ย. 61,ปทุมธานี,เมืองปทุมธานี,บ้านฉาง,ระหว่างดำเนินการ,POINT(100.7103180885315 14.137907350265586),145556002753.0,บริษัท พี.เค.เอ (2013) จำกัด,100/2561,29 มิ.ย. 61,27 ก.ย. 61,"5,080,000",ระหว่างดำเนินการ
"สอบราคาจ้างโครงการก่อสร้างถนนแอสฟัลท์คอนกรีต (PARA AC) ซอยพุ่มโพธิ์ 1 หมู่ที่ 10 ตำบลคลองห้า อำเภอคลองหลวง จังหวัดปทุมธานี ขนาดผิวจราจรกว้าง 6.00 เมตร ยาว 1,140 เมตร หนา 0.05 เมตร หรือพื้นที่ไม่น้อยกว่า 6,840 ตารางเมตร ตามแบบองค์การบริหารส่วนจังหวัดปทุมธานี",61067020148.0,2561,จ้างก่อสร้าง,องค์การบริหารส่วนจังหวัดปทุมธานี,องค์การบริหารส่วนจังหวัดปทุมธานี,สอบราคา,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,4 มิ.ย. 61,5112000,5090000.0,5080000.0,2561,29 มิ.ย. 61,ปทุมธานี,เมืองปทุมธานี,บ้านฉาง,ระหว่างดำเนินการ,"LINESTRING(100.73763614056116 14.136524219809758,100.68262820599085 14.075332975881441)",705554001134.0,บริษัท พี เอส ดี คอนสตรัคชั่น 2011  จำกัด,131/2561,29 มิ.ย. 61,27 ก.ย. 61,"5,080,000",ระหว่างดำเนินการ
"สอบราคาจ้างโครงการก่อสร้างถนนแอสฟัลท์คอนกรีต (PARA AC) ซอยคลองสี่ตะวันออก 14/1 หมู่ที่ 3 ตำบลคลองสี่ อำเภอคลองหลวง จังหวัดปทุมธานี ขนาดผิวจราจรกว้าง 6.00 เมตร ยาว 1,100 เมตร หนา 0.05 เมตร หรือพื้นที่ไม่น้อยกว่า 6,600 ตารางเมตร ตามแบบองค์การบริหารส่วนจังหวัดปทุมธานี",61057502271.0,2561,จ้างก่อสร้าง,องค์การบริหารส่วนจังหวัดปทุมธานี,องค์การบริหารส่วนจังหวัดปทุมธานี,สอบราคา,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,1 มิ.ย. 61,4934000,4912000.0,4902000.0,2561,29 มิ.ย. 61,ปทุมธานี,เมืองปทุมธานี,บ้านฉาง,ระหว่างดำเนินการ,"LINESTRING(100.71473327060517 14.128686052842658,100.65972533603485 14.067494808914342)",705554001134.0,บริษัท พี เอส ดี คอนสตรัคชั่น 2011  จำกัด,113/2561,29 มิ.ย. 61,27 ก.ย. 61,"4,902,000",ระหว่างดำเนินการ
"สอบราคาจ้างโครงการก่อสร้างถนนแอสฟัลท์คอนกรีต (PARA  AC) ซอยคลองสี่ตะวันออก 13/1  หมู่ที่ 3  ตำบลคลองสี่ อำเภอคลองหลวง จังหวัดปทุมธานี ขนาดผิวจราจรกว้าง 6.00  เมตร ยาว 1,100 เมตร หนา 0.05 เมตร หรือพื้นที่ไม่น้อยกว่า 6,600 ตารางเมตร ตามแบบองค์การบริหารส่วนจังหวัดปทุมธานี",61057458396.0,2561,จ้างก่อสร้าง,องค์การบริหารส่วนจังหวัดปทุมธานี,องค์การบริหารส่วนจังหวัดปทุมธานี,สอบราคา,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,30 พ.ค. 61,4934000,4912000.0,4900000.0,2561,29 มิ.ย. 61,ปทุมธานี,เมืองปทุมธานี,บ้านฉาง,ระหว่างดำเนินการ,"LINESTRING(100.68759045549602 14.138843741863505,100.687305545294 14.138436258408495)",143547002370.0,ห้างหุ้นส่วนจำกัด ศรีอยุธยาการโยธา,87/2561,29 มิ.ย. 61,27 ก.ย. 61,"4,900,000",ระหว่างดำเนินการ
"สอบราคาจ้างโครงการก่อสร้างถนนแอสฟัลท์คอนกรีต (PARA AC) ซอยคลองสาม 12/17 หมู่ที่ 12 ตำบลคลองสาม อำเภอคลองหลวง จังหวัดปทุมธานี ขนาดผิวจราจรกว้าง 6.00 เมตร ยาว 1,090 เมตร หนา 0.05 เมตร หรือพื้นที่ไม่น้อยกว่า 6,540 ตารางเมตร ตามแบบองค์การบริหารส่วนจังหวัดปทุมธานี",61057457959.0,2561,จ้างก่อสร้าง,องค์การบริหารส่วนจังหวัดปทุมธานี,องค์การบริหารส่วนจังหวัดปทุมธานี,สอบราคา,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,30 พ.ค. 61,4889000,4867000.0,4860000.0,2561,29 มิ.ย. 61,ปทุมธานี,เมืองปทุมธานี,บ้านฉาง,ระหว่างดำเนินการ,POINT(100.664293962347 14.0879114701379),143547002370.0,ห้างหุ้นส่วนจำกัด ศรีอยุธยาการโยธา,88/2561,29 มิ.ย. 61,26 ก.ย. 61,"4,860,000",ระหว่างดำเนินการ
"สอบราคาจ้างโครงการก่อสร้างถนนแอสฟัลท์คอนกรีต (PARA AC) ซอยคลองสาม 11/25 หมู่ที่ 11 ตำบลคลองสาม อำเภอคลองหลวง จังหวัดปทุมธานี ขนาดผิวจราจรกว้าง 6.00 เมตร ยาว 1,090 เมตร หนา 0.05 เมตร หรือพื้นที่ไม่น้อยกว่า 6,540 ตารางเมตร ตามแบบองค์การบริหารส่วนจังหวัดปทุมธานี",61057458589.0,2561,จ้างก่อสร้าง,องค์การบริหารส่วนจังหวัดปทุมธานี,องค์การบริหารส่วนจังหวัดปทุมธานี,สอบราคา,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,30 พ.ค. 61,4889000,4867000.0,4860000.0,2561,29 มิ.ย. 61,ปทุมธานี,เมืองปทุมธานี,บ้านฉาง,ระหว่างดำเนินการ,POINT(100.664293962347 14.0879114701379),143547002370.0,ห้างหุ้นส่วนจำกัด ศรีอยุธยาการโยธา,128/2561,29 มิ.ย. 61,27 ก.ย. 61,"4,860,000",ระหว่างดำเนินการ
"สอบราคาจ้างโครงการก่อสร้างถนนแอสฟัลท์คอนกรีต (PARA  AC) ซอยคลองสี่ตะวันออก 24  หมู่ที่ 5 ตำบลคลองสี่ อำเภอคลองหลวง จังหวัดปทุมธานี ขนาดผิวจราจรกว้าง 6.00 เมตร ยาว 1,045 เมตร หนา 0.05 เมตร หรือพื้นที่ไม่น้อยกว่า  6,270 ตารางเมตร ตามแบบองค์การบริหารส่วนจังหวัดปทุมธานี",61057458124.0,2561,จ้างก่อสร้าง,องค์การบริหารส่วนจังหวัดปทุมธานี,องค์การบริหารส่วนจังหวัดปทุมธานี,สอบราคา,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,30 พ.ค. 61,4688000,4664000.0,4662000.0,2561,29 มิ.ย. 61,ปทุมธานี,เมืองปทุมธานี,บ้านฉาง,ระหว่างดำเนินการ,"LINESTRING(100.69634642978485 14.111132212481095,100.67811217685517 14.085048649275905)",143547002370.0,ห้างหุ้นส่วนจำกัด ศรีอยุธยาการโยธา,84/2561,29 มิ.ย. 61,27 ก.ย. 61,"4,662,000",ระหว่างดำเนินการ
"สอบราคาจ้างโครงการก่อสร้างถนนแอสฟัลท์คอนกรีต (PARA AC) ถนนเลียบคลอง 9 (ฝั่งตะวันตก) หมู่ที่ 1 ตำบลบึงบอน อำเภอหนองเสือ จังหวัดปทุมธานี ขนาดผิวจราจรกว้าง 6.00 เมตร ยาว 1,000 เมตร หนา 0.05 เมตร หรือพื้นที่ไม่น้อยกว่า 6,000 ตารางเมตร ตามแบบองค์การบริหารส่วนจังหวัดปทุมธานี",61057491267.0,2561,จ้างก่อสร้าง,องค์การบริหารส่วนจังหวัดปทุมธานี,องค์การบริหารส่วนจังหวัดปทุมธานี,สอบราคา,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,31 พ.ค. 61,4404000,4384000.0,4379000.0,2561,29 มิ.ย. 61,ปทุมธานี,เมืองปทุมธานี,บ้านฉาง,ระหว่างดำเนินการ,POINT(100.777604953174 14.0906603048695),105532029449.0,บริษัท ซีโก้ทรานสปอร์ต จำกัด,142/2561,29 มิ.ย. 61,27 ก.ย. 61,"4,379,000",ระหว่างดำเนินการ
สอบราคาจ้างจ้างเหมาทำงานซ่อมไฟฟ้าแสงสว่างและไฟสัญญาณจราจร (Repair of Lighting and Traffic Signal) บนทางหลวงหมายเลข 305 ตอน ต่างระดับรังสิต-วัดนาบุญ ตอน 2   จ.ปทุมธานี ระหว่าง กม.0+000-กม.6+793 ปริมาณงาน 1 แห่ง,60086160958.0,2561,จ้างก่อสร้าง,กรมทางหลวง,แขวงทางหลวงปทุมธานี,สอบราคา,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,17 ส.ค. 60,1999904,1999904.0,3971204.0,2561,6 ต.ค. 60,ปทุมธานี,คลองหลวง,คลองหนึ่ง,ระหว่างดำเนินการ,"LINESTRING(100.61468124389648 13.983211890298012,100.59708595275879 13.979214068494432)",105556123381.0,บริษัท เดชาอุปกรณ์ จำกัด,ปธ.13/2561,6 ต.ค. 60,5 ธ.ค. 60,"1,985,602",ระหว่างดำเนินการ
สอบราคาจ้างจ้างเหมาทำงานซ่อมไฟฟ้าแสงสว่างและไฟสัญญาณจราจร (Repair of Lighting and Traffic Signal) บนทางหลวงหมายเลข 346 ตอน ต่างระดับรังสิต-สะพานข้ามแม่น้ำเจ้าพระยาปทุมธานี ตอน 2 จ.ปทุมธานี ระหว่าง กม.2+000-กม.4+100 ปริมาณงาน 1 แห่ง,60086161432.0,2561,จ้างก่อสร้าง,กรมทางหลวง,แขวงทางหลวงปทุมธานี,สอบราคา,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,17 ส.ค. 60,1998480,1998000.0,3967200.0,2561,6 ต.ค. 60,ปทุมธานี,คลองหลวง,คลองหนึ่ง,ระหว่างดำเนินการ,"LINESTRING(100.57605743408202 13.99303957358828,100.53520202636719 14.027016799011212)",105556123381.0,บริษัท เดชาอุปกรณ์ จำกัด,ปธ.12/2561,6 ต.ค. 60,5 ธ.ค. 60,"1,983,600",ระหว่างดำเนินการ
"สอบราคาจ้างจ้างเหมาทำงานเครื่องหมายจราจรบนผิวทาง บนทางหลวงหมายเลข 3111 ตอนปทุมธานี-ท้ายเกาะ จ.ปทุมธานี  ระหว่าง กม.0+000-กม.6+785 ปริมาณงาน 5,150 ตร.ม.",60086155100.0,2561,จ้างก่อสร้าง,กรมทางหลวง,แขวงทางหลวงปทุมธานี,สอบราคา,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,15 ส.ค. 60,1987900,1987900.0,3965500.0,2561,6 ต.ค. 60,ปทุมธานี,คลองหลวง,คลองหนึ่ง,ระหว่างดำเนินการ,"LINESTRING(100.52538514137268 14.03169035589951,100.52527785301207 14.03051416903801)",705537000541.0,บริษัท อัลฟาเอสไลน์ จำกัด,ปธ.7/2561,6 ต.ค. 60,5 ธ.ค. 60,"1,982,750",ระหว่างดำเนินการ
"สอบราคาจ้างงานจ้างเหมาทำงานเครื่องหมายจราจรบนผิวทาง บนทางหลวงหมายเลข 305 ตอนต่างระดับรังสิต - วัดนาบุญ ตอน 3 จ.ปทุมธานี ระหว่าง กม.5+000 - กม.10+552 ปริมาณงาน 5,150 ตร.ม.",60086154664.0,2561,จ้างก่อสร้าง,กรมทางหลวง,แขวงทางหลวงปทุมธานี,สอบราคา,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,15 ส.ค. 60,1987900,1987900.0,3965500.0,2561,6 ต.ค. 60,ปทุมธานี,คลองหลวง,คลองหนึ่ง,ระหว่างดำเนินการ,"LINESTRING(100.70935249328613 14.009071121318273,100.7001256942749 14.004948830167192)",203549004981.0,ห้างหุ้นส่วนจำกัด เอส.เค.เอ็ม ทราฟฟิค,ปธ.3/2561,6 ต.ค. 60,5 ธ.ค. 60,"1,982,750",ระหว่างดำเนินการ
