StrategicIssues,project_name,PriorityOrder,Sub-activities,Strategy,ProjectIndicators,ImplementingAgency,AlignmentwithThailandVision,Budget
ประเด็นยุทธศาสตร์ที่ 2 : เสริมสร้างความเข้มแข็งกระบวนการผลิตและการแปรรูปสินค้าเกษตรและอาหารให้มีความปลอดภัยอย่างครบวงจร,ส่งเสริมความปลอดภัยในอาหาร,29.0,"1. พัฒนาผู้ประกอบการด้านอาหาร
2. เผ้าระวังติดตามตรวจสอบคุณภาพความปลอดภัยอาหาร
3. พัฒนาเจ้าหน้าที่ และภาคีเครือข่ายอาหารปลอดภัย
4. การประชาสัมพันธ์ โครงการรณรงค์ความปลอดภัยด้านอาหาร",กลยุทธ์ที่ 1 ส่งเสริมบริโภคปลอดภัย กลยุทธ์ที่ 2 เพิ่มขีดความสามารถเชิงธุรกิจของผู้ประกอบการและสถาบันเกษตรกร,"1. ร้อยละ 95 ของสถานประกอบการร้านอาหารและแผงลอยจําหน่ายอาหารผ่านเกณฑ์อาหารสะอาด รสชาติอร่อย(Clean Food Good Test)
2. ร้อยละ 100 ของตลาดสดประเภทที่ 1 ผ่านเกณฑ์ตลาดสดน่าซื้อ3. ร้อยละ 100 ของอาหารสดปราศจากสารปนเปื้อน 5 ชนิดได้แก่ บอแรกซ์ สารฟอกขาว สารกันรา ฟอร์มาลีน สารเร่งเนื้อแดง และพบสารฆ่าแมลงอยู่ในเกณฑ์ที่ปลอดภัย",สำนักงานสาธารณสุขจังหวัดปทุมธานี,ด้านการสร้างความสามารถในการแข่งขัน,5000000.0
ประเด็นยุทธศาสตร์ที่ 2 : เสริมสร้างความเข้มแข็งกระบวนการผลิตและการแปรรูปสินค้าเกษตรและอาหารให้มีความปลอดภัยอย่างครบวงจร,พัฒนาการบริหารจัดการสินค้าเกษตรปลอดภัยผ่านกระบวนการกลุ่ม,47.0,"1.ประชุมคณะทํางานเพื่อเตรียมพร้อมในการวางแผนดําเนินโครงการ
2.คัดเลือกสหกรณ์ที่มีศักยภาพเข้าร่วมโครงการ
3. สํารวจ/จัดทําฐานข้อมูลของกลุ่มผู้ผลิตที่เข้าร่วมโครงการ
4. จัดทําคู่มือประเมินศักยภาพกลุ่มผู้ผลิตวิชาการอื่นๆที่เกี่ยวข้อง
5. ประชุมเชิงปฏิบัติการรายกลุ่มเพื่อรวบรวมข้อมูลเชิงลึกเพื่อวินิจฉัยปัญหาความสามารถของกลุ่มผู้ผลิต จํานวน 20 กลุ่ม
6. ดําเนินการถ่ายทอดเทคโนโลยีกลุ่มผู้ผลิตและเจ้าหน้าที่ด้านการบริหารจัดการ ด้านการผลิต การตลาด การเงินและบัญชี และการจัดทําแผนธุรกิจให้แก่กลุ่มผู้ผลิต
7. จัดจ้างที่ปรึกษาเพื่อพัฒนาผลิตภัณฑ์และบรรจุภัณฑ์ โดยดําเนินกิจกรรมดังนี้
7.1 จัดทําและกําหนดขอบเขตงาน(TOR)การจัดจ้างที่ปรึกษา
7.2 ขออนุมัติจัดจ้างที่ปรึกษา",กลยุทธ์ที่ 1 ส่งเสริมบริโภคปลอดภัย กลยุทธ์ที่ 2 เพิ่มขีดความสามารถเชิงธุรกิจของผู้ประกอบการและสถาบันเกษตรกร,1) เกษตรกรมีรายได้เพิ่มขึ้น ร้อยละ102) เกษตรกรมีการรวมกลุ่มผู้ผลิตสินค้าเกษตร20 กลุ่ม3) จํานวนแหล่งการผลิตสินค้าเกษตรปลอดภัยเพิ่มขึ้น 20 แห่ง,สำนักงานสหกรณ์จังหวัดปทุมธานี,ด้านการสร้างความสามารถในการแข่งขัน,5000000.0
ประเด็นยุทธศาสตร์ที่ 2 : เสริมสร้างความเข้มแข็งกระบวนการผลิตและการแปรรูปสินค้าเกษตรและอาหารให้มีความปลอดภัยอย่างครบวงจร,สร้างมูลค่าเพิ่มตลาดสินค้าเกษตรเพื่อสุขภาพและความงาม(Herbal&Nuceutical Market),30.0,"1. จ้างเหมาสํารวจ จัดการประชุม จัดทําทะเบียนและเผยแพร่ประชาสัมพันธ์ข้อมูลผู้ประกอบการ SMEs แหล่งวัตถุดิบเกษตรสมุนไพร รองรับการผลิตสินค้าสุขภาพและความงาม (Herbal&Nuceutical SourcingDirectory)
2. อบรมเชิงปฏิบัติการสร้างสินค้าและบริการต้นแบบ (Prototype) ที่มีนวัตกรรมโดดเด่น และสามารถแข่งขันในตลาดเป้าหมายอนาคตได้ โดยความร่วมมือกับสถาบัน องค์กรสถาบันอุดมศึกษา เพื่อนํางานวิจัยและพัฒนายกระดับคุณภาพมาตรฐานสินค้าและพัฒนากระบวนการผลิตที่ลดต้นทุนและคุ้มค่า
3. ส่งเสริมการสร้างเครือข่ายกลุ่มธุรกิจ จัดงานแสดงนิทรรศการและจําหน่ายสินค้าและบริการ จัดเจรจาธุรกิจระหว่างผู้ผลิตและผู้บริโภค จัดเวทีการแลกเปลี่ยนองค์ความรู้นวัตกรรมการค้าสมัยใหม่ และประชาสัมพันธ์ เพื่อพร้อมต่อการเป็นคู่ค้าสําหรับตลาด AEC และ ASEAN PLUSเชื่อมโยงภูมิภาคอื่นๆของประเทศไทย (ภาคเหนือ ภาคอีสาน ภาคกลาง และภาคใต้) การค้าชายแดน และ ต่างประเทศ",กลยุทธ์ที่ 2 เพิ่มขีดความสามารถเชิงธุรกิจของผู้ประกอบการและสถาบันเกษตกร,"1. จํานวนผู้ประกอบการและเกษตรกรเชิงพาณิชย์ได้รับการพัฒนาเพิ่มขีดความสามารถไม่น้อยกว่า 100 ราย
2. จํานวนผู้ประกอบการสินค้าเกษตรและอาหารปลอดภัยเข้าร่วมกิจกรรมเชื่อมโยงตลาด ไม่น้อยกว่า 50 ราย",สำนักงานพาณิชย์จังหวัดปทุมธานี,ด้านการสร้างความสามารถในการแข่งขัน,5000000.0
ประเด็นยุทธศาสตร์ที่ 2 : เสริมสร้างความเข้มแข็งกระบวนการผลิตและการแปรรูปสินค้าเกษตรและอาหารให้มีความปลอดภัยอย่างครบวงจร,การสร้างความเชื่อมั่นผู้บริโภคสู่ตลาดการค้าดิจิตอล,78.0,"1. คัดสรรผู้ประกอบการและผลิตภัณฑ์อัตลักษณ์ปทุมธานี เพื่อคัดสรรสินค้าบริการใหม่ๆ ที่มีนวัตกรรมโดดเด่นและตอบสนองความต้องการในตลาดโลก เช่น ผลิตภัณฑ์นม(ทดแทนสินค้านําเข้า) เครื่องสําอางและสปา(บํารุงผิว บําบัดรักษาสิวฝ้าและ lookyoung/baby face) อาหารกลุ่มผู้สูงอายุอาหารบําบัดผู้ที่เป็นโรค เป็นต้น และขึ้นทะเบียนผู้ประกอบการเพื่อรองรับการทําตลาดเชิงรุกในกลุ่มประเทศเป้าหมายสู่ระบบตรวจสอบติดตามสินค้าเกษตรปลอดภัย (Traceability) หรือระบบประเมินคุณภาพทางการตลาด เพื่อการรวบรวมข้อมูลผู้ประกอบการ ผู้ผลิต ผู้ขนส่งและแหล่งจําหน่ายสินค้าด้านเกษตรปลอดภัยเพื่อให้ผู้บริโภคทราบถึงขั้นตอนการผลิตสู่การบริโภค
2. นําผู้ประกอบการสํารวจตลาดเป้าหมายและเจรจาธุรกิจ เพื่อวิเคราะห์แนวโน้มความต้องการในอนาคต (Market trend) และเป็นแนวทางให้ผู้ประกอบการกําหนดแผนการผลิตสินค้าล่วงหน้าที่สามารถแข่งขันได้ในตลาดเป้าหมาย
3. อบรมเชิงปฏิบัติการสร้างสินค้าและบริการต้นแบบ (Prototype) ที่มีนวัตกรรมโดดเด่น และสามารถแข่งขันในตลาดเป้าหมายอนาคตได้ โดยความร่วมมือกับสถาบัน องค์กร สถาบันอุดมศึกษา เพื่อนํางานวิจัยและพัฒนายกระดับคุณภาพมาตรฐานสินค้าและพัฒนากระบวนการผลิตที่ลดต้นทุนและคุ้มค่า
4. ส่งเสริมการสร้างเครือข่ายกลุ่มธุรกิจ จัดงานแสดงนิทรรศการและจําหน่ายสินค้าและบริการ จัดเจรจาธุรกิจระหว่างผู้ผลิตและผู้บริโภค จัดเวทีการแลกเปลี่ยนองค์ความรู้นวัตกรรมการค้าสมัยใหม่ และประชาสัมพันธ์ เพื่อพร้อมต่อการเป็นคู่ค้าสําหรับตลาด AEC และ ASEAN PLUSเชื่อมโยงภูมิภาคอื่นๆของประเทศไทย(ภาคเหนือ ภาคอีสาน ภาคกลาง และภาคใต้) การค้าชายแดน และต่างประเทศ
5. จัดทําสื่อประชาสัมพันธ์ที่เหมาะสมกับกลุ่มเป้าหมายและตลาดเป้าหมาย (อาทิจัดทําสื่อวีดิทัศน์ หรือ SPOT ทาง SocialMedia) และเพื่อเพิ่มช่องทางการตลาดสมัยใหม่",กลยุทธ์ที่ 2 เพิ่มขีดความสามารถเชิงธุรกิจของผู้ประกอบการและสถาบันเกษตกร,"1. จํานวนผู้ประกอบการและเกษตรกรเข้าสู่ระบบตรวจติดตามสินค้าเกษตรปลอดภัยไม่น้อยกว่า 50 ราย
2. จํานวนผู้ประกอบการเข้าร่วมเจรจาธุรกิจการค้าไม่น้อยกว่า 50 ราย",สำนักงานพาณิชย์จังหวัดปทุมธานี,ด้านการสร้างความสามารถในการแข่งขัน,12000000.0
ประเด็นยุทธศาสตร์ที่ 2 : เสริมสร้างความเข้มแข็งกระบวนการผลิตและการแปรรูปสินค้าเกษตรและอาหารให้มีความปลอดภัยอย่างครบวงจร,พัฒนาคุณภาพสินค้าเกษตรสู่มาตรฐาน,,"1. ตรวจรับรองฟาร์มปศุสัตว์ที่ยังไม่ได้รับการตรวจรับรองฟาร์มมาตรฐาน
2. ตรวจติดตามฟาร์มที่ได้ตรวจรับรองเป็นฟาร์มมาตรฐานแล้ว
3. ตรวจรับรอง (ต่ออายุ) สําหรับฟาร์มมาตรฐานที่ครบกําหนดต้องตรวจรับรองใหม่",กลยุทธ์ที่ 1 ส่งเสริมบริโภคปลอดภัย,รับรองฟาร์มปศุสัตว์ให้เป็นฟาร์มมาตรฐานและคงสภาพฟาร์มมาตรฐานไม่น้อยกว่า 4 ราย,กรมปศุสัตว์,ด้านการสร้างความสามารถในการแข่งขัน,50000.0
ประเด็นยุทธศาสตร์ที่ 2 : เสริมสร้างความเข้มแข็งกระบวนการผลิตและการแปรรูปสินค้าเกษตรและอาหารให้มีความปลอดภัยอย่างครบวงจร,แก้ไขปัญหาการใช้สารเร่งเนื้อแดงในสุกร,,"1. คัดเลือกเกษตรกรที่เข้าร่วมโครงการ
2. เก็บตัวอย่างปัสสาวะสุกรจากฟาร์มสุกรตรวจหาสารเร่งเนื้อแดง
3. เก็บตัวอย่างอาหาร/น้ำเลี้ยงจากฟาร์มสุกร
4. รับรองผลฟาร์มที่ปลอดสารเร่งเนื้อแดง
5. ดําเนินการตามกฎหมายกับฟาร์มที่ใช้สารเร่งเนื้อแดง",กลยุทธ์ที่ 1 ส่งเสริมบริโภคปลอดภัย,เกษตรกรที่เข้าร่วมโครงการต้องรับรองฟาร์มสุกรปลอดสารเร่งเนื้อแดงจํานวน 20ราย,กรมปศุสัตว์,ด้านการสร้างความสามารถในการแข่งขัน,50000.0
ประเด็นยุทธศาสตร์ที่ 2 : เสริมสร้างความเข้มแข็งกระบวนการผลิตและการแปรรูปสินค้าเกษตรและอาหารให้มีความปลอดภัยอย่างครบวงจร,ตรวจสอบโรงงานวัตถุอันตรายด้านปศุสัตว์,,"1. ตรวจสอบโรงงานผลิตวัตถุอันตรายด้านปศุสัตว์
2. เก็บตัวอย่างยาสัตว์เพื่อวิเคราะห์",กลยุทธ์ที่ 1 ส่งเสริมบริโภคปลอดภัย,ผู้ประกอบการที่เข้าร่วมโครงการทั้ง 5 ราย มีความรู้ในการใช้ยาสัตว์ และวัตถุอันตราย,กรมปศุสัตว์,ด้านการสร้างความสามารถในการแข่งขัน,50000.0
ประเด็นยุทธศาสตร์ที่ 2 : เสริมสร้างความเข้มแข็งกระบวนการผลิตและการแปรรูปสินค้าเกษตรและอาหารให้มีความปลอดภัยอย่างครบวงจร,พัฒนาเกษตรกรปราดเปรื่องด้านปศุสัตว์,,"1. คัดเลือกเกษตรกรผู้เลี้ยงปศุสัตว์เข้าการฝึกอบรม
2. ดําเนินการถอดบทเรียน smart farmer
3. คัดเลือกเกษตรกรที่มีคุณสมบัติครบเป็นเกษตรกรต้นแบบ
4. ดําเนินการพัฒนาเพิ่มพูนความรู้ความสามารถและทักษะให้กับผู้มีคุณสมบัติไม่ครบถ้วน",กลยุทธ์ที่ 1 ส่งเสริมบริโภคปลอดภัย,เกษตรกรที่เข้าร่วมโครงการต้องได้รับการพัฒนาเป็นsmart farmer ไม่น้อยกว่าร้อยละ 50,กรมปศุสัตว์,ด้านการสร้างความสามารถในการแข่งขัน,50000.0
ประเด็นยุทธศาสตร์ที่ 2 : เสริมสร้างความเข้มแข็งกระบวนการผลิตและการแปรรูปสินค้าเกษตรและอาหารให้มีความปลอดภัยอย่างครบวงจร,ส่งเสริมสินค้าด้านการเกษตรและอุตสาหกรรมอาหาร,,"1. คัดเลือกผู้ประกอบการสถานที่จําหน่ายเนื้อสัตว์เข้าร่วมโครงการ
2. คณะกรรมการดําเนินการออกตรวจสถานที่จําหน่ายเนื้อสัตว์
3. รับรองสถานที่จําหน่ายเนื้อสัตว์ (ปศุสัตว์OK) ตามเกณฑ์การรับรอง
4. ติดตามการดําเนินการของผู้ประกอบการและประเมินผลโครงการ",กลยุทธ์ที่ 1 ส่งเสริมบริโภคปลอดภัย,รับรองสถานที่จําหน่ายเนื้อสัตว์และตรวจติดตามไม่น้อยกว่า 50 ราย,กรมปศุสัตว์,ด้านการสร้างความสามารถในการแข่งขัน,50000.0
ประเด็นยุทธศาสตร์ที่ 2 : เสริมสร้างความเข้มแข็งกระบวนการผลิตและการแปรรูปสินค้าเกษตรและอาหารให้มีความปลอดภัยอย่างครบวงจร,การเพิ่มประสิทธิภาพการเกษตร,,"1. พัฒนาเกษตรกรต้นแบบ
2. พัฒนาแปลงเรียนรู้
3. กําหนดหลักสูตรการเรียนรู้และจัดกระบวนการเรียนรู้แก่เกษตรกร
4. ติดตาม ประเมินผล และรายงานผล",กลยุทธ์ที่ 1 ส่งเสริมบริโภคปลอดภัย,มีการพัฒนาศูนย์เรียนรู้การเพิ่มประสิทธิภาพการผลิตสินค้าเกษตร ในพื้นที่ทุกอําเภอ,กรมส่งเสริมการเกษตร,ด้านการสร้างความสามารถในการแข่งขัน,210000.0
ประเด็นยุทธศาสตร์ที่ 2 : เสริมสร้างความเข้มแข็งกระบวนการผลิตและการแปรรูปสินค้าเกษตรและอาหารให้มีความปลอดภัยอย่างครบวงจร,พัฒนาสินค้าเกษตรสู่มาตรฐาน GAP,,"1. อบรมให้ความรู้ผู้เข้าร่วมโครงการ
2. ประเมินแปลงเบื้องต้น
3. ตรวจประเมินแปลงโดยคณะผู้ตรวจประเมิน
4. รับรองแปลง/ฟาร์มที่ผ่านหลักเกณฑ์GAP",กลยุทธ์ที่ 1 ส่งเสริมบริโภคปลอดภัย,จํานวนแปลง/ฟาร์มที่ได้รับการรับรองมาตรฐาน GAPไม่น้อยกว่า 216 แปลง/ฟาร์ม,กรมส่งเสริมการเกษตร,ด้านการสร้างความสามารถในการแข่งขัน,130000.0
ประเด็นยุทธศาสตร์ที่ 2 : เสริมสร้างความเข้มแข็งกระบวนการผลิตและการแปรรูปสินค้าเกษตรและอาหารให้มีความปลอดภัยอย่างครบวงจร,ผลิตสินค้าเกษตรเพื่ออาหารกลางวัน,,"1. อบรม/ให้ความรู้ด้านการเกษตร(พืช สัตว์ประมง) และการทําบัญชี
2. แนะนําส่งเสริมกิจกรรมสหกรณ์
3. สนับสนุนปัจจัยการผลิต
4. ติดตามและประเมินผล",กลยุทธ์ที่ 1 ส่งเสริมบริโภคปลอดภัย,มีโรงเรียนเข้าร่วมโครงการจํานวนไม่น้อยกว่า 4โรงเรียน,กรมส่งเสริมการเกษตร,ด้านการสร้างความสามารถในการแข่งขัน,30000.0
ประเด็นยุทธศาสตร์ที่ 2 : เสริมสร้างความเข้มแข็งกระบวนการผลิตและการแปรรูปสินค้าเกษตรและอาหารให้มีความปลอดภัยอย่างครบวงจร,ศูนย์จัดการศัตรูพืชชุมชน,,"1. จัดทําแผนพัฒนาเกษตรกรและชุมชนโดยกําหนดหลักสูตรและจัดทําแผนการเรียนรู้หลักสูตรต่างๆอย่างต่อเนื่อง
2. การถ่ายทอดเทคโนโลยีการจัดการศัตรูพืช
3. การบริการจัดการศัตรูพืช
4. ประชาสัมพันธ์ผ่านสื่อต่าง ๆ
5. การเชื่อมโยงเครือข่าย
6. การบูรณาการกับหน่วยงานที่เกี่ยวข้องด้านการจัดการศัตรูพืช",กลยุทธ์ที่ 1 ส่งเสริมบริโภคปลอดภัย,มีศูนย์กลางของการเรียนรู้ด้านการบริหารจัดการศัตรูพืชของชุมชน โดยใช้เทคโนโลยีที่เป็นมิตรกับสิ่งแวดล้อม เพื่อให้สามารถบริหารจัดการศัตรูพืชได้ด้วยตนเองในพื้นที่ จํานวนไม่น้อยกว่า 7ศูนย์,กรมส่งเสริมการเกษตร,ด้านการสร้างความสามารถในการแข่งขัน,70000.0
ประเด็นยุทธศาสตร์ที่ 2 : เสริมสร้างความเข้มแข็งกระบวนการผลิตและการแปรรูปสินค้าเกษตรและอาหารให้มีความปลอดภัยอย่างครบวงจร,การส่งเสริมอาชีพเกษตรกรด้านการประมง,,1.การจัดอบรมเกษตรกรผู้สนใจการเลี้ยงปลาน้ำจืด ให้สามารถจัดการบ่อเลี้ยงที่ดีเพื่อป้องกันการเกิดโรคในปลาน้ำจืดส่งผลให้เลี้ยงปลาขาดทุน สนับสนุนให้เกษตรกรสามารถเลี้ยงปลาน้ำจืดให้เพิ่มผลผลิต,กลยุทธ์ที่ 1 ส่งเสริมบริโภคปลอดภัย,1. เกษตรกรได้รับการพัฒนาอาชีพ จํานวน 200ราย2. ร้อยละผลผลิตสัตว์น้ำของเกษตรกรที่ได้รับการพัฒนาเฉลี่ยต่อไร่ เพิ่มขึ้นไม่น้อย กว่าร้อยละ 14.5,กรมประมง,ด้านการสร้างความสามารถในการแข่งขัน,200000.0
ประเด็นยุทธศาสตร์ที่ 2 : เสริมสร้างความเข้มแข็งกระบวนการผลิตและการแปรรูปสินค้าเกษตรและอาหารให้มีความปลอดภัยอย่างครบวงจร,การประมงอาสา,,"1. คัดเลือกเกษตรกรเป้าหมาย โดยสํานักงานประมงจังหวัดปทุมธานีร่วมกับประมงอําเภอในพื้นที่ ในการพิจารณา โดยได้กําหนดคุณสมบัติเกษตรกรที่สามารถเป็นประมงอาสา ดังนี้ 
-มีอายุระหว่าง 25– 60 ปี 
-เป็นผู้ที่อยู่ในพื้นที่ระดับหมู่บ้านหรือตําบลที่มีการเพาะเลี้ยงสัตว์น้ำ 
-เป็นเกษตรกรที่ประสบความสําเร็จในอาชีพการเพาะเลี้ยงสัตว์น้ำ และมีประสบการณ์ด้านการเพาะเลี้ยงสัตว์น้ำมาไม่น้อยกว่า 1 ปี และเป็นที่ยอมรับของท้องถิ่นและชุมชน 
-มีความสนใจและสมัครใจที่จะทําหน้าที่ประมงอาสา เพื่อปฏิบัติงานประสานงานและเป็นผู้ช่วยของกรมประมงในพื้นที่ 
-เป็นผู้ที่มีมนุษยสัมพันธ์ดี มีความเป็นผู้นํา มีความเสียสละ
2. รูปแบบการอบรม เป็นการอบรม สัมมนาเชิงปฏิบัติการ ใช้เวลา 2 วัน 1 คืน
3. การฝึกอบรมและให้ความรู้ พัฒนาทักษะและการถ่ายทอดเทคโนโลยี เพื่อแลกเปลี่ยนถ่ายทอดประสบการณ์ในการปฏิบัติงานและรวบรวมปัญหา ความต้องการของเกษตรกรในพื้นที่ โดยการบรรยาย อภิปราย ซักถามโดยหลักสูตรการอบรมสัมมนาประกอบด้วย 3 หมวดวิชา ดังนี้ 
-ความรู้ด้านการบริหารงานประมง 
-การสร้างกลุ่มเครือข่าย การติดต่อสื่อสารและการประชาสัมพันธ์ 
-ความรู้ด้านวิชาการประมง",กลยุทธ์ที่ 1 ส่งเสริมบริโภคปลอดภัย,"1. อบรมเกษตรกรเพื่อเป็นประมงอาสา จํานวน 30ราย
2. จํานวนประมงอาสาที่ผ่านการอบรมครบ 30ราย
3. จํานวนประมงอาสาที่ช่วยงานตามที่ได้รับมอบหมาย 30 ราย",กรมประมง,ด้านการสร้างความสามารถในการแข่งขัน,100000.0
ประเด็นยุทธศาสตร์ที่ 2 : เสริมสร้างความเข้มแข็งกระบวนการผลิตและการแปรรูปสินค้าเกษตรและอาหารให้มีความปลอดภัยอย่างครบวงจร,เตรียมความพร้อมเข้าสู่มาตรการฟาร์มเพาะเลี้ยงสัตว์น้ำ,,,กลยุทธ์ที่ 1 ส่งเสริมบริโภคปลอดภัย,,กรมประมง,ด้านการสร้างความสามารถในการแข่งขัน,50000.0
ประเด็นยุทธศาสตร์ที่ 2 : เสริมสร้างความเข้มแข็งกระบวนการผลิตและการแปรรูปสินค้าเกษตรและอาหารให้มีความปลอดภัยอย่างครบวงจร,พัฒนาเกษตรกรปราดเปรื่อง (Smart Farmer),,"1. สํานักงานประมงจังหวัดดําเนินการคัดเลือกเกษตรกรที่อยู่ในทะเบียนเกษตรกรผู้เพาะเลี้ยงสัตว์น้ำ
2. สํานักงานประมงจังหวัด ประชุมคัดกรองเกษตรกร พร้อมจัดทําข้อมูลเพือแยกชั้นของเกษตรกร ตามระดับรายได้ กลุ่มที่ มากกว่า 180,000บาท และกลุ่มที่มีรายได้ต่ํากว่า 180,000บาท
3. สํานักงานประมงจังหวัดจัดฝึกอบรมจัดไปดูงานจากเกษตรกรต้นแบบ SmartFarmer ที่ประสบความสําเร็จ
4. สํานักงานประมงจังหวัด ถอดองค์ความรู้Smart Farmer ต้นแบบ",กลยุทธ์ที่ 1 ส่งเสริมบริโภคปลอดภัย,1. เกษตรกรที่ผ่านการอบรมสามารถพัฒนาตนเองเข้าสู่ Smart Farmer ได้ไม่น้อยกว่าร้อยละ 90,กรมประมง,ด้านการสร้างความสามารถในการแข่งขัน,250000.0
ประเด็นยุทธศาสตร์ที่ 2 : เสริมสร้างความเข้มแข็งกระบวนการผลิตและการแปรรูปสินค้าเกษตรและอาหารให้มีความปลอดภัยอย่างครบวงจร,คลินิคเกษตรเคลื่อนที่,,คัดเลือกเกษตรกรในอําเภอที่เข้าร่วมโครงการฯ จํานวน 20 ราย อบรมหลักการเลี้ยงปลาน้ำจืด พร้อมแจกปัจจัยการผลิตให้กับเกษตรกร และติดตามผลดําเนินการเสร็จพร้อมสรุปผลการดําเนินงาน โดยจัดทําเป็นรูปเล่มพร้อมภาพประกอบรายละเอียดการดําเนินงานโครงการและบันทึกลงแผ่นCD รายงานกรมประมง,กลยุทธ์ที่ 1 ส่งเสริมบริโภคปลอดภัย,"1. สามารถปฏิบัติตามแผนงานโครงการได้ทันเวลาที่กรมประมงกําหนด
2. ครอบครัวของหญิงมีครรภ์ที่ผ่านการอบรมสามารถทําการเกษตร(ด้านประมง) ได้ไม่น้อยกว่าร้อยละ 80",กรมประมง,ด้านการสร้างความสามารถในการแข่งขัน,120000.0
ประเด็นยุทธศาสตร์ที่ 2 : เสริมสร้างความเข้มแข็งกระบวนการผลิตและการแปรรูปสินค้าเกษตรและอาหารให้มีความปลอดภัยอย่างครบวงจร,โครงการพัฒนายกระดับตลาดสดน่าซื้อ,,กิจกรรมตลาดสดน่าซื้อ,กลยุทธ์ที่ 1 ส่งเสริมบริโภคปลอดภัย,ประชาชนบริโภคอาหารปลอดภัย,สำนักงานคณะกรรมการอาหารและยา(กระทรวงสาธารณสุขจังหวัดปทุมธานี),ด้านการสร้างความสามารถในการแข่งขัน,40000.0
ประเด็นยุทธศาสตร์ที่ 2 : เสริมสร้างความเข้มแข็งกระบวนการผลิตและการแปรรูปสินค้าเกษตรและอาหารให้มีความปลอดภัยอย่างครบวงจร,ติดตามพัฒนาสถานที่ผลิตอาหารตามเกณฑ์primary GMP,,"1. ตรวจประเมินสถานที่ผลิตอาหารตามเกณฑ์ primary GMP
2. จัดทําฐานข้อมูลสถานที่ผลิตอาหารที่เข้าข่าย Primary GMP และข้อมูลการพิจารณาอนุญาต
3. สรุปและจัดทํารายงานผลการดําเนินงาน",กลยุทธ์ที่ 2 เพิ่มขีดความสามารถเชิงธุรกิจของผู้ประกอบการและสถาบันเกษตกร,"1. สถานที่ผลิตอาหารแปรรูปที่บรรจุในภาชนะพร้อมจําหน่ายกลุ่มเป้าหมายได้รับการพัฒนาตามแผนของจังหวัดร้อยละ 100 
2. ต้นแบบสถานประกอบการแม่ข่าย 1แห่งต่อ 1 จังหวัดและถ่ายทอดความรู้ให้สถานที่ผลิตอาหารแปรรูปที่บรรจุในภาชนะพร้อมจําหน่ายแห่งอื่นอย่างน้อย 1 ครั้ง",สำนักงานคณะกรรมการอาหารและยา(กระทรวงสาธารณสุขจังหวัดปทุมธานี),ด้านการสร้างความสามารถในการแข่งขัน,40000.0
ประเด็นยุทธศาสตร์ที่ 2 : เสริมสร้างความเข้มแข็งกระบวนการผลิตและการแปรรูปสินค้าเกษตรและอาหารให้มีความปลอดภัยอย่างครบวงจร,อย. น้อย,,"1. การประชุม ครูในการชี้แจงแนวทางการดําเนินงาน โครงการ อย.น้อย ตามเกณฑ์
2. จัดอบรมเพื่อพัฒนาเครือข่ายให้ความรู้กับครู นักเรียน ด้านการคุ้มครองผู้บริโภคและผลิตภัณฑ์สุขภาพให้กับสถานศึกษา
3. ส่งเสริมสนับสนุนให้มีการจัดกิจกรรมอย.น้อยในสถานศึกษา
4. ส่งเสริมสนับสนุนให้มีการจัดตั้งชมรมคุ้มครองผู้บริโภคและระบบรับแจ้งข้อมูลผลิตภัณฑ์สุขภาพในโรงเรียน
5. ตรวจประเมินมาตรฐานการจัดกิจกรรมการคุ้มครองผู้บริโภคในโรงเรียน6. ประกวดการจัดกิจกรรมการคุ้มครองผู้บริโภคในโรงเรียน",กลยุทธ์ที่ 2 เพิ่มขีดความสามารถเชิงธุรกิจของผู้ประกอบการและสถาบันเกษตกร,จํานวนสถานศึกษาในจังหวัดที่ดําเนินกิจกรรมอย.น้อย ผ่านเกณฑ์มาตรฐานโรงเรียน อย.น้อยในระดับดีขึ้นไป ร้อยละ 30,สำนักงานคณะกรรมการอาหารและยา(กระทรวงสาธารณสุขจังหวัดปทุมธานี),ด้านการสร้างความสามารถในการแข่งขัน,40000.0
ประเด็นยุทธศาสตร์ที่ 2 : เสริมสร้างความเข้มแข็งกระบวนการผลิตและการแปรรูปสินค้าเกษตรและอาหารให้มีความปลอดภัยอย่างครบวงจร,ส่งเสริมการบริโภคและใช้วัตถุดิบสินค้า Q,,"1. รับสมัครตลาด/แผงค้า
2. ตรวจประเมินและตรวจติดตามแผงค้า
3. รับรองแหล่งจําหน่ายสินค้า Q",กลยุทธ์ที่ 2 เพิ่มขีดความสามารถเชิงธุรกิจของผู้ประกอบการและสถาบันเกษตกร,ร้อยละของสถานที่จําหน่ายสินค้า Q ในพื้นที่เพิ่มขึ้น,สำนักงานเกษตรและสหกรณ์จังหวัดปทุมธานี,ด้านการสร้างความสามารถในการแข่งขัน,40000.0
