StrategicIssues,project_name,PriorityOrder,Sub-activities,Strategy,ProjectIndicators,ImplementingAgency,AlignmentwithThailandVision,Budget
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ยกระดับการศึกษาประชากรวัยแรงงาน,,ประชาสัมพันธ์ ประกาศรับสมัครนักศึกษาจัดทําแผนการจัดการศึกษา ปฐมนิเทศจัดการเรียนการสอน ทดสอบผลการเรียนประมวลผลการเรียน/ ประกาศผล,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,เพิ่มโอกาสในการประกอบอาชีพ,กศน.,1.1 แรงงานต่างด้าวผิดกฎหมายการลักลอบหนีเข้าเมือง และการค้ามนุษย์,32053090.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ส่งเสริมการมีงานทําและพัฒนาศักยภาพแรงงาน,,ฝึกอบรมแรงงานเพิ่มโอกาสในการประกอบอาชีพ และทักษะต่างๆ,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,เพิ่มโอกาสในการประกอบอาชีพ,สถาบันพัฒนาฝีมือแรงงานปทุมธานี,1.1 แรงงานต่างด้าวผิดกฎหมายการลักลอบหนีเข้าเมือง และการค้ามนุษย์,5284100.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ก่อสร้างเขื่อนป้องกันตลิ่งริมแม่น้ำเจ้าพระยา บริเวณวัดเจดีย์ทอง หมู่ที่ 1 ตําบลคลองควาย อําเภอสามโคกจังหวัดปทุมธานีต.สามโคก,,ก่อสร้างเขื่อนป้องกันตลิ่งบริเวณพื้นที่ บริเวณวัดเจดีย์ทอง ต.สามโคก,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ก่อสร้างเขื่อนป้องกันตลิ่งบริเวณวัดเจดีย์ทองต.สามโคก จํานวน 1 แห่ง,กรมโยธาธิการและผังเมือง,3.3 การจัดการทรัพยากรธรรมชาติและสิ่งแวดล้อม,50000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ก่อสร้างเขื่อนป้องกันตลิ่งริมแม่น้ำเจ้าพระยา บริเวณวัดตําหนัก หมู่ที่ 2 ตําบลสามโคก อําเภอสามโคก จังหวัดปทุมธานี,,ก่อสร้างเขื่อนป้องกันตลิ่ง บริเวณวัดตําหนักต.สามโคก,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ก่อสร้างเขื่อนป้องกันตลิ่งบริเวณวัดตําหนักต.สามโคก จํานวน 1 แห่ง,กรมโยธาธิการและผังเมือง,3.3 การจัดการทรัพยากรธรรมชาติและสิ่งแวดล้อม,50000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ก่อสร้างเขื่อนป้องกันตลิ่งริมแม่น้ำเจ้าพระยา บริเวณหน้าวัดโบสถ์ หมู่ที่ 1 ตําบลบางกระบือ อําเภอสามโคกจังหวัดปทุมธานี,,ก่อสร้างเขื่อนป้องกันตลิ่งริมแม่น้ำเจ้าพระยา บริเวณหน้าวัดโบสถ์ หมู่ที่ 1,,ก่อสร้างเขื่อนป้องกันตลิ่งริมแม่น้ำเจ้าพระยา บริเวณหน้าวัดโบสถ์ หมู่ที่ 1จํานวน 1 แห่ง,กรมโยธาธิการและผังเมือง,3.3 การจัดการทรัพยากรธรรมชาติและสิ่งแวดล้อม,50000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ก่อสร้างเขื่อนป้องกันตลิ่งริมแม่น้ำเจ้าพระยา บริเวณหน้าวัดชินวนาราม (ระยะที่ 2)หมู่ที่ 2 ตําบลบางขะแยงอําเภอเมือง จังหวัดปทุมธานี,,ก่อสร้างเขื่อนป้องกันตลิ่งริมแม่น้ำเจ้าพระยา บริเวณหน้าวัดชินวนาราม(ระยะที่ 2) หมู่ที่ 2 ตําบลบางขะแยงอําเภอเมือง จังหวัดปทุมธานี,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ก่อสร้างเขื่อนป้องกันตลิ่งริมแม่น้ำเจ้าพระยา บริเวณหน้าวัดชินวนาราม (ระยะที่2) หมู่ที่ 2 ตําบลบางขะแยง อําเภอเมือง จังหวัดปทุมธานี จํานวน 1 แห่ง,กรมโยธาธิการและผังเมือง,3.3 การจัดการทรัพยากรธรรมชาติและสิ่งแวดล้อม,29000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ก่อสร้างเขื่อนป้องกันตลิ่งริมแม่น้ำเจ้าพระยา บริเวณหน้าวัดศาลาแดงเหนือ หมู่ที่ 2ตําบลเชียงรากน้อย อําเภอสามโคก จังหวัดปทุมธานี,,ก่อสร้างเขื่อนป้องกันตลิ่งริมแม่น้ำเจ้าพระยา บริเวณหน้าวัดศาลาแดงเหนือหมู่ที่ 2,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ก่อสร้างเขื่อนป้องกันตลิ่งริมแม่น้ำเจ้าพระยา บริเวณหน้าวัดศาลาแดงเหนือ หมู่ที่2 จํานวน 1 แห่ง,กรมโยธาธิการและผังเมือง,3.3 การจัดการทรัพยากรธรรมชาติและสิ่งแวดล้อม,18000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ก่อสร้างถนนคสล. สายย่อย.5042บางกระสั้น-สวนพริกไทย,,ก่อสร้างถนนคสล. สายย่อย.5042บางกระสั้น-สวนพริกไทย,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ก่อสร้างถนนคสล. สายย่อย.5042บางกระสั้น-สวนพริกไทย,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,12000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ก่อสร้างถนนคสล. สายปท.1030สายแยก ทล.9-บ.คูบางหลวง,,ก่อสร้างถนนคสล. สายปท.1030สายแยก ทล.9-บ.คูบางหลวง,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ก่อสร้างถนนคสล. สายปท.1030สายแยก ทล.9-บ.คูบางหลวง,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,14760000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ก่อสร้างถนนคสล. สายปท.1014 แยกทล.346-วัดเจดีย์หอย,,ก่อสร้างถนนคสล. สายปท.1014 แยกทล.346-วัดเจดีย์หอย,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ก่อสร้างถนนคสล. สายปท.1014 แยกทล.346-วัดเจดีย์หอย,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,22000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ก่อสร้างถนนสายปท.3024 แยก ทล.305-เลียบคลองสิบสองฝั่งตะวันออก,,ก่อสร้างถนนสายปท.3024 แยก ทล.305-เลียบคลองสิบสองฝั่งตะวันออก,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ก่อสร้างถนนสายปท.3024แยก ทล.305-เลียบคลองสิบสองฝั่งตะวันออก,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,12760000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ก่อสร้างถนนสายปท.3022 แยก ทล.305-บ.แสนสุขสกัดห้า,,ก่อสร้างถนนสายปท.3022 แยกทล.305-บ.แสนสุขสกัดห้า,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ก่อสร้างถนนสายปท.3022แยก ทล.305-บ.แสนสุขสกัดห้า,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,12810000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ก่อสร้างถนน คสล.สายปท.3020 แยกทล.305-บ.คลองบางหลวง,,ก่อสร้างถนน คสล. สายปท.3020แยกทล.305-บ.คลองบางหลวง,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ก่อสร้างถนน คสล.สายปท.3020 แยกทล.305-บ.คลองบางหลวง,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,27700000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ก่อสร้างถนนสายปท.3023 แยกทล.305เลียบคลองสิบเอ็ด ฝั่งตะวันตก,,ก่อสร้างถนนสายปท.3023แยกทล.305 เลียบคลองสิบเอ็ด ฝั่งตะวันตก,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ก่อสร้างถนนสายปท.3023แยกทล.305 เลียบคลองสิบเอ็ด ฝั่งตะวันตก,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,7440000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ก่อสร้างถนนสายปท.3006 แยกทล.305-บ.คลองแปด,,ก่อสร้างถนนสายปท.3006แยกทล.305-บ.คลองแปด,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ก่อสร้างถนนสายปท.3006แยกทล.305-บ.คลองแปด,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,7440000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ก่อสร้างถนนสายปท.3009 แยก ทล.305-บ.ปากคลองหกวา,,ก่อสร้างถนนสายปท.3009 แยกทล.305-บ.ปากคลองหกวา,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ก่อสร้างถนนสายปท.3009 แยก ทล.305-บ.ปากคลองหกวา,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,14800000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ก่อสร้างถนนสายปท.4001 แยก ทล.3261-บ.คลองห้า,,ก่อสร้างถนนสายปท.4001 แยกทล.3261-บ.คลองห้า,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ก่อสร้างถนนสายปท.4001แยก ทล.3261-บ.คลองห้า,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,14600000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ก่อสร้างถนนสายปท.3015 แยก ทล.305-บ.คลองสิบสองสายกลาง,,ก่อสร้างถนนสายปท.3015 แยกทล.305-บ.คลองสิบสองสายกลาง,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ก่อสร้างถนนสายปท.3015แยก ทล.305-บ.คลองสิบสองสายกลาง,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,14200000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ก่อสร้างถนนสายปท.3015 แยก ทล.305-บ.คลองแสนแสบ,,ก่อสร้างถนนสายปท.3015 แยกทล.305-บ.คลองแสนแสบ,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ก่อสร้างถนนสายปท.3015แยก ทล.05-บ.คลองแสนแสบ,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,18150000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ก่อสร้างถนนสายปท.3033 แยก ทล.305-บ.หนองหมู,,ก่อสร้างถนนสายปท.3033 แยกทล.305-บ.หนองหมู,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ก่อสร้างถนนสายปท.3033 แยก ทล.305-บ.หนองหมู,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,18150000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ซ่อมแซมทางหลวงชนบท (คันทางเสียหายทรุดตัวเนื่องจากภัยแล้ง),,ซ่อมแซมทางหลวงชนบท(คันทางเสียหายทรุดตัวเนื่องจากภัยแล้ง),กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ซ่อมแซมทางหลวงชนบท(คันทางเสียหายทรุดตัวเนื่องจากภัยแล้ง),กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,400000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ก่อสร้างทางต่างระดับจุดตัดถนนสาย ปท.4001-ทล.352,,ก่อสร้างทางต่างระดับจุดตัดถนนสายปท.4001-ทล.352,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ก่อสร้างทางต่างระดับจุดตัดถนนสาย ปท.4001-ทล.352,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,75750000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ขยายผิวจราจรเลียบคลองขุดใหม่ (คลองเจ๊ก)อ.ลาดหุมแก้ว,,ขยายผิวจราจร เลียบคลองขุดใหม่(คลองเจ๊ก) อ.ลาดหุมแก้ว,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ขยายผิวจราจร เลียบคลองขุดใหม่ (คลองเจ๊ก) อ.ลาดหุมแก้ว,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,425000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ขยายผิวจราจรเลียบคลองสิบฝั่งตะวันออกอ.ลําลูกกา,,ขยายผิวจราจร เลียบคลองสิบฝั่งตะวันออกอ.ลําลูกกา,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ขยายผิวจราจร เลียบคลองสิบฝั่งตะวันออกอ.ลําลูกกา,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,70750000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ขยายผิวจราจรจากเดิม2 ช่องจราจรเป็น 4 ช่องจราจร เลียบคลองขุดใหม่(คลองเจ็ก) อ.ลาดหลุมแก้ว จ.ปทุมธานี ระยะทาง 18.500กม.,,ขยายผิวจราจรจากเดิม 2 ช่องจราจรเป็น4 ช่อง จราจร เลียบคลองขุดใหม่ (คลองเจ็ก) อ.ลาดหลุมแก้ว จ.ปทุมธานี ระยะทาง18.500 กม.,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ขยายผิวจราจรจากเดิม 2ช่องจราจรเป็น 4 ช่องจราจร เลียบคลองขุดใหม่(คลองเจ็ก) อ.ลาดหลุมแก้วจ.ปทุมธานี ระยะทาง18.500 กม.,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,115750000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ขยายผิวจราจรเลียบคลองเปรมประชา(ตอนที่ 1) จากทล.346-ทล.3214 อ.เมือง,,ขยายผิวจราจร เลียบคลองเปรมประชา(ตอนที่ 1) จากทล.346-ทล.3214 อ.เมือง,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ขยายผิวจราจร เลียบคลองเปรมประชา(ตอนที่ 1) จากทล.346-ทล.3214 อ.เมือง,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,167500000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ขยายผิวจราจรเลียบคลองเปรมประชา(ตอนที่ 2) จากทล.3214-ทล.9 อ.เมือง,,ขยายผิวจราจร เลียบคลองเปรมประชา(ตอนที่ 2) จากทล.3214-ทล.9 อ.เมือง,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ขยายผิวจราจร เลียบคลองเปรมประชา(ตอนที่ 2) จากทล.3214-ทล.9 อ.เมือง,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,180000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ขยายผิวจราจรเลียบคลอง 5 ฝั่งตะวันออก(ตอนที่ 2) อ.คลองหลวง,,ขยายผิวจราจร เลียบคลอง 5 ฝั่งตะวันออก(ตอนที่ 2) อ.คลองหลวง,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ขยายผิวจราจร เลียบคลอง5 ฝั่งตะวันออก (ตอนที่ 2)อ.คลองหลวง,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,137500000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ขยายผิวจราจรถนนสายปท.4001อ.คลองหลวง/หนองเสือ,,ขยายผิวจราจร ถนนสายปท.4001อ.คลองหลวง/หนองเสือ,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ขยายผิวจราจร ถนนสายปท.4001อ.คลองหลวง/หนองเสือ,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,262500000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ขยายผิวจราจรถนนทางหลวงท้องถิ่น สายเสมา-ฟ้าคราม (เลียบคลอง 2),,ขยายผิวจราจร ถนนทางหลวงท้องถิ่นสายเสมา-ฟ้าคราม (เลียบคลอง 2),กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ขยายผิวจราจร ถนนทางหลวงท้องถิ่น สายเสมา-ฟ้าคราม (เลียบคลอง2),กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,150000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ป้องกันถนนริมคลองทรุดตัว สายเลียบคลอง 11 อ.หนองเสือถนนทช. สายปท. 3022,,ป้องกันถนนริมคลองทรุดตัว สายเลียบคลอง 11 อ.หนองเสือถนนทช. สายปท. 3022,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ป้องกันถนนริมคลองทรุดตัวสายเลียบคลอง 11 อ.หนองเสือถนนทช. สายปท. 3022,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,187500000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ป้องกันถนนริมคลองทรุดตัว สายเลียบคลอง 11 อ.หนองเสือถนนทช. สายปท. 3023,,ป้องกันถนนริมคลองทรุดตัว สายเลียบคลอง 11 อ.หนองเสือถนนทช. สายปท. 3023,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ป้องกันถนนริมคลองทรุดตัวสายเลียบคลอง 11 อ.หนองเสือถนนทช. สายปท. 3023,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,212500000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ป้องกันถนนริมคลองทรุดตัว สายเลียบคลอง12 อ.หนองเสือ ถนนทช.สายปท. 3024,,ป้องกันถนนริมคลองทรุดตัว สายเลียบคลอง 12 อ.หนองเสือ ถนนทช. สายปท.3024,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ป้องกันถนนริมคลองทรุดตัว สายเลียบคลอง 12อ.หนองเสือ ถนนทช.สายปท. 3024,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,192500000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ป้องกันถนนริมคลองทรุดตัว สายเลียบคลอง 12 อ.หนองเสือถนนทช. สายปท. 3025,,ป้องกันถนนริมคลองทรุดตัว สายเลียบคลอง 12 อ.หนองเสือถนนทช. สายปท. 3025,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ป้องกันถนนริมคลองทรุดตัว สายเลียบคลอง 12 อ.หนองเสือถนนทช. สายปท. 3025,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,190000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ป้องกันถนนริมคลองทรุดตัว สายเลียบคลอง 14 อ.หนองเสือถนนทช. สายปท. 3033,,ป้องกันถนนริมคลองทรุดตัว สายเลียบคลอง 14 อ.หนองเสือถนนทช. สายปท. 3033,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ป้องกันถนนริมคลองทรุดตัว สายเลียบคลอง 14 อ.หนองเสือถนนทช. สายปท. 3033,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,230000000.0
